IMU_Map_Downsample,ave_match,ave_solve,ave_ICP,map_incre,ave_total,icp,construct_H
0.001807,0.004193,0.000501,0.004139,0.000547,0.007028,0.004711,8.7e-05
0.001919,0.004192,0.000501,0.004456,0.000674,0.007028,0.00471,8.7e-05
0.00168,0.00419,0.000501,0.00397,0.000708,0.007026,0.004708,8.7e-05
0.001702,0.00419,0.0005,0.004629,0.000845,0.007026,0.004708,8.7e-05
0.001625,0.004189,0.0005,0.004365,0.003054,0.007032,0.004706,8.7e-05
0.00155,0.004187,0.0005,0.004204,0.000603,0.00703,0.004705,8.7e-05
0.001498,0.004186,0.0005,0.004388,0.000737,0.007029,0.004704,8.7e-05
0.001401,0.004187,0.0005,0.004886,0.000774,0.007029,0.004704,8.7e-05
0.001309,0.004186,0.000499,0.004273,0.000812,0.007027,0.004703,8.7e-05
0.001382,0.004186,0.000499,0.004923,0.000907,0.007028,0.004703,8.7e-05
0.001382,0.004188,0.000499,0.005361,0.000721,0.007029,0.004705,8.7e-05
0.001437,0.004186,0.000499,0.004195,0.000617,0.007027,0.004703,8.7e-05
0.001428,0.004184,0.000499,0.003937,0.000544,0.007023,0.004701,8.7e-05
0.0015,0.004184,0.000498,0.004393,0.000493,0.007022,0.0047,8.7e-05
0.001547,0.004184,0.000498,0.004619,0.000525,0.007021,0.004699,8.7e-05
0.001601,0.004183,0.000498,0.00451,0.000453,0.007019,0.004698,8.7e-05
0.001777,0.004181,0.000498,0.003774,0.000408,0.007016,0.004696,8.7e-05
0.001714,0.004177,0.000497,0.003232,0.000544,0.007012,0.004691,8.7e-05
0.001781,0.004174,0.000497,0.003723,0.000328,0.007009,0.004688,8.7e-05
0.001875,0.00417,0.000496,0.003082,0.000354,0.007004,0.004684,8.7e-05
0.001932,0.004165,0.000496,0.003037,0.000385,0.006999,0.004679,8.6e-05
0.002066,0.004162,0.000496,0.003579,0.000334,0.006996,0.004675,8.6e-05
0.001885,0.004158,0.000495,0.002977,0.000327,0.006991,0.004671,8.6e-05
0.001846,0.004156,0.000495,0.003733,0.000435,0.006988,0.004668,8.6e-05
0.001909,0.004153,0.000494,0.003663,0.000315,0.006985,0.004665,8.6e-05
0.001924,0.004149,0.000494,0.00303,0.000307,0.00698,0.00466,8.6e-05
0.001814,0.004146,0.000493,0.003603,0.000394,0.006977,0.004657,8.6e-05
0.001816,0.004145,0.000493,0.004031,0.000511,0.006976,0.004655,8.6e-05
0.002251,0.004143,0.000493,0.004007,0.000538,0.006975,0.004653,8.6e-05
0.001649,0.004142,0.000492,0.004163,0.000462,0.006973,0.004651,8.6e-05
0.001634,0.004139,0.000492,0.003677,0.000497,0.00697,0.004649,8.6e-05
0.001647,0.00414,0.000491,0.004687,0.000518,0.00697,0.004649,8.6e-05
0.001634,0.004138,0.000491,0.00379,0.000429,0.006966,0.004646,8.5e-05
0.003684,0.004136,0.000491,0.004099,0.000357,0.00697,0.004644,8.5e-05
0.001595,0.004134,0.00049,0.003703,0.000357,0.006966,0.004642,8.5e-05
0.001607,0.00413,0.00049,0.002987,0.000345,0.006961,0.004637,8.5e-05
0.001675,0.004129,0.000489,0.00391,0.000319,0.006958,0.004635,8.5e-05
0.001669,0.004127,0.000489,0.003886,0.000544,0.006955,0.004633,8.5e-05
0.001566,0.004123,0.000488,0.003214,0.000459,0.006951,0.004629,8.5e-05
0.001583,0.00412,0.000488,0.003197,0.000384,0.006946,0.004625,8.5e-05
0.001705,0.004119,0.000487,0.00403,0.00047,0.006944,0.004623,8.5e-05
0.001789,0.004115,0.000487,0.003241,0.000326,0.00694,0.004619,8.5e-05
0.001789,0.004113,0.000486,0.003549,0.000438,0.006937,0.004616,8.5e-05
0.001933,0.00411,0.000486,0.003455,0.000368,0.006934,0.004613,8.5e-05
0.001792,0.004107,0.000485,0.003487,0.000263,0.00693,0.00461,8.4e-05
0.001741,0.004106,0.000485,0.004073,0.000271,0.006928,0.004608,8.4e-05
0.001922,0.004104,0.000485,0.00366,0.000292,0.006925,0.004605,8.4e-05
0.001697,0.004102,0.000484,0.003649,0.000286,0.006921,0.004603,8.4e-05
0.00178,0.004105,0.000484,0.005811,0.000586,0.006925,0.004606,8.4e-05
0.001751,0.004102,0.000483,0.003644,0.0003,0.006921,0.004603,8.4e-05
0.001697,0.004099,0.000483,0.003306,0.000256,0.006917,0.0046,8.4e-05
0.001772,0.004099,0.000483,0.004321,0.000267,0.006916,0.004599,8.4e-05
0.001772,0.004095,0.000482,0.002795,0.000288,0.00691,0.004594,8.4e-05
0.001649,0.004092,0.000482,0.003465,0.000261,0.006906,0.004591,8.4e-05
0.001715,0.00409,0.000481,0.003753,0.000225,0.006903,0.004588,8.3e-05
0.001577,0.004086,0.000481,0.002676,0.000318,0.006897,0.004583,8.3e-05
0.001708,0.004084,0.00048,0.003713,0.000222,0.006894,0.004581,8.3e-05
0.001711,0.004079,0.00048,0.002531,0.000385,0.006888,0.004575,8.3e-05
0.001714,0.004075,0.000479,0.002806,0.000233,0.006883,0.004571,8.3e-05
0.001834,0.004071,0.000479,0.003191,0.000246,0.006879,0.004567,8.3e-05
0.002024,0.00407,0.000478,0.003796,0.000261,0.006877,0.004565,8.3e-05
0.001984,0.004065,0.000478,0.002607,0.000245,0.006871,0.00456,8.3e-05
0.002337,0.004064,0.000478,0.004226,0.000211,0.006871,0.004559,8.3e-05
0.001863,0.004061,0.000477,0.003011,0.000221,0.006867,0.004555,8.3e-05
0.001841,0.004056,0.000477,0.002533,0.000172,0.006861,0.004549,8.2e-05
0.001961,0.004051,0.000476,0.002653,0.000177,0.006856,0.004544,8.2e-05
0.001981,0.004048,0.000476,0.003151,0.000215,0.006852,0.004541,8.2e-05
0.001874,0.004045,0.000475,0.003224,0.00029,0.006848,0.004537,8.2e-05
0.002013,0.004042,0.000475,0.003047,0.000184,0.006844,0.004533,8.2e-05
0.001891,0.004038,0.000474,0.002996,0.000154,0.00684,0.004529,8.2e-05
0.001748,0.004035,0.000474,0.002943,0.000136,0.006835,0.004525,8.2e-05
0.001837,0.004032,0.000473,0.003394,0.000128,0.006831,0.004522,8.2e-05
0.001863,0.004028,0.000473,0.002529,0.000127,0.006825,0.004517,8.2e-05
0.002041,0.004025,0.000473,0.003188,0.0002,0.006822,0.004514,8.2e-05
0.001894,0.00402,0.000472,0.002546,0.000187,0.006817,0.004509,8.1e-05
0.001869,0.004018,0.000472,0.003298,0.000251,0.006813,0.004506,8.1e-05
0.001812,0.004016,0.000471,0.003795,0.000229,0.006811,0.004504,8.1e-05
0.001833,0.004012,0.000471,0.002578,0.00022,0.006805,0.004499,8.1e-05
0.001864,0.00401,0.00047,0.003572,0.000181,0.006802,0.004497,8.1e-05
0.00177,0.004007,0.00047,0.003095,0.000173,0.006798,0.004493,8.1e-05
0.001797,0.004004,0.000469,0.003161,0.000128,0.006794,0.00449,8.1e-05
0.001779,0.004001,0.000469,0.003029,0.000157,0.00679,0.004486,8.1e-05
0.001849,0.003997,0.000468,0.002849,9.9e-05,0.006785,0.004482,8.1e-05
0.00182,0.003993,0.000468,0.002647,0.000122,0.00678,0.004477,8.1e-05
0.001825,0.00399,0.000467,0.00302,0.001119,0.006778,0.004474,8e-05
0.001673,0.003985,0.000467,0.001985,0.000137,0.00677,0.004468,8e-05
0.00156,0.003981,0.000466,0.002702,0.000143,0.006765,0.004463,8e-05
0.001673,0.003976,0.000466,0.002417,0.000326,0.006759,0.004458,8e-05
0.001592,0.003973,0.000465,0.002693,0.000119,0.006754,0.004454,8e-05
0.001521,0.003968,0.000464,0.002309,0.000143,0.006747,0.004449,8e-05
0.001481,0.003965,0.000464,0.002795,0.000193,0.006742,0.004445,8e-05
0.001468,0.00396,0.000463,0.002389,0.000337,0.006736,0.00444,8e-05
0.001573,0.003955,0.000463,0.002197,0.000456,0.00673,0.004434,8e-05
0.001636,0.003952,0.000462,0.002775,0.000519,0.006726,0.00443,7.9e-05
0.001579,0.003948,0.000462,0.002676,0.000277,0.00672,0.004426,7.9e-05
0.001604,0.003944,0.000461,0.002648,0.000434,0.006716,0.004422,7.9e-05
0.001559,0.003941,0.000461,0.00268,0.000379,0.006711,0.004418,7.9e-05
0.001604,0.003938,0.00046,0.003351,0.000315,0.006707,0.004415,7.9e-05
0.00161,0.003935,0.00046,0.003002,0.000304,0.006703,0.004412,7.9e-05
0.001552,0.003933,0.000459,0.003054,0.00031,0.006699,0.004408,7.9e-05
0.001559,0.00393,0.000459,0.002975,0.000225,0.006695,0.004405,7.9e-05
0.001471,0.003925,0.000458,0.002253,0.000252,0.006688,0.0044,7.9e-05
0.001526,0.003923,0.000458,0.003144,0.000244,0.006684,0.004397,7.9e-05
0.001513,0.00392,0.000457,0.002918,0.000252,0.00668,0.004393,7.9e-05
0.001513,0.003916,0.000457,0.002567,0.000223,0.006674,0.004389,7.8e-05
0.001527,0.003911,0.000456,0.00209,0.000249,0.006668,0.004384,7.8e-05
0.001535,0.003906,0.000456,0.001991,0.000186,0.006661,0.004378,7.8e-05
0.001538,0.003901,0.000455,0.002013,0.000244,0.006655,0.004372,7.8e-05
0.001538,0.003896,0.000455,0.001936,0.000163,0.006648,0.004367,7.8e-05
0.001498,0.003891,0.000454,0.001924,0.000149,0.006641,0.004361,7.8e-05
0.001461,0.003886,0.000454,0.00196,0.000207,0.006634,0.004356,7.8e-05
0.001443,0.003881,0.000453,0.001755,0.000227,0.006627,0.00435,7.8e-05
0.001507,0.00388,0.000453,0.003865,0.000342,0.006625,0.004349,7.8e-05
0.001491,0.003875,0.000452,0.001862,0.000447,0.006618,0.004343,7.8e-05
0.001504,0.003872,0.000452,0.002997,0.000205,0.006614,0.00434,7.7e-05
0.001539,0.003867,0.000451,0.001823,0.000224,0.006607,0.004334,7.7e-05
0.001537,0.003862,0.000451,0.001844,0.000189,0.006601,0.004328,7.7e-05
0.001539,0.003857,0.00045,0.001914,0.000186,0.006594,0.004323,7.7e-05
0.001637,0.003854,0.00045,0.002751,0.000209,0.00659,0.004319,7.7e-05
0.001687,0.00385,0.000449,0.002536,0.000236,0.006585,0.004315,7.7e-05
0.001722,0.003845,0.000449,0.002031,0.000184,0.006579,0.00431,7.7e-05
0.001743,0.003842,0.000448,0.002597,0.000292,0.006575,0.004306,7.7e-05
0.001686,0.003837,0.000448,0.002033,0.000186,0.006569,0.004301,7.7e-05
0.001714,0.003834,0.000447,0.002502,0.000324,0.006564,0.004297,7.7e-05
0.001784,0.00383,0.000447,0.002596,0.000162,0.00656,0.004293,7.6e-05
0.001749,0.003827,0.000446,0.002328,0.000129,0.006555,0.004288,7.6e-05
0.001828,0.003824,0.000446,0.002927,0.000158,0.006551,0.004285,7.6e-05
0.001739,0.00382,0.000445,0.002548,0.000178,0.006547,0.004281,7.6e-05
0.001663,0.003819,0.000445,0.003373,0.000173,0.006544,0.004279,7.6e-05
0.001619,0.003817,0.000444,0.003271,0.000257,0.006541,0.004277,7.6e-05
0.001536,0.003815,0.000444,0.003089,0.000341,0.006537,0.004274,7.6e-05
0.001709,0.003814,0.000444,0.004047,0.000454,0.006537,0.004274,7.6e-05
0.002812,0.003813,0.000444,0.003628,0.000463,0.006537,0.004272,7.6e-05
0.001793,0.003811,0.000444,0.003322,0.000322,0.006535,0.00427,7.6e-05
0.001677,0.003808,0.000443,0.003031,0.000327,0.006532,0.004267,7.6e-05
0.001718,0.003805,0.000443,0.002655,0.000143,0.006528,0.004264,7.6e-05
0.001772,0.003801,0.000443,0.002367,0.000123,0.006523,0.004259,7.6e-05
0.001772,0.003797,0.000442,0.002266,0.00011,0.006518,0.004255,7.6e-05
0.001637,0.003793,0.000442,0.002112,0.000124,0.006512,0.00425,7.5e-05
0.001644,0.003789,0.000441,0.002191,0.000169,0.006507,0.004246,7.5e-05
0.001629,0.003785,0.000441,0.002002,0.000152,0.006501,0.004241,7.5e-05
0.001791,0.003786,0.00044,0.00449,0.00033,0.006501,0.004242,7.5e-05
0.001825,0.003786,0.00044,0.004558,0.000568,0.006502,0.004242,7.5e-05
0.00185,0.003787,0.00044,0.004568,0.000283,0.006503,0.004243,7.5e-05
0.00181,0.003788,0.00044,0.004476,0.000282,0.006503,0.004243,7.5e-05
0.001796,0.003788,0.00044,0.00442,0.000288,0.006503,0.004243,7.5e-05
0.001845,0.003789,0.000439,0.00436,0.000269,0.006503,0.004243,7.5e-05
0.001891,0.00379,0.000439,0.004602,0.000208,0.006503,0.004244,7.5e-05
0.001709,0.003786,0.000438,0.002366,0.000152,0.006498,0.00424,7.5e-05
0.001788,0.003788,0.000438,0.005044,0.00029,0.0065,0.004242,7.4e-05
0.00175,0.00379,0.000438,0.004846,0.000307,0.006501,0.004243,7.4e-05
0.001762,0.003789,0.000437,0.003527,0.000147,0.006498,0.004241,7.4e-05
0.001812,0.00379,0.000437,0.00515,0.000305,0.0065,0.004243,7.4e-05
0.001691,0.003788,0.000436,0.002871,0.000156,0.006496,0.00424,7.4e-05
0.001668,0.003784,0.000436,0.002476,0.000122,0.006492,0.004236,7.4e-05
0.001658,0.003782,0.000436,0.002964,0.000138,0.006488,0.004233,7.4e-05
0.001644,0.003779,0.000435,0.002759,0.000192,0.006484,0.00423,7.4e-05
0.001615,0.003777,0.000435,0.002899,0.000187,0.006481,0.004227,7.4e-05
0.001729,0.003774,0.000435,0.002965,0.000159,0.006477,0.004225,7.4e-05
0.001662,0.003772,0.000435,0.003023,0.000178,0.006474,0.004222,7.4e-05
0.001645,0.003772,0.000434,0.004122,0.000175,0.006473,0.004222,7.4e-05
0.001652,0.003772,0.000434,0.004095,0.000202,0.006472,0.004221,7.4e-05
0.001641,0.00377,0.000434,0.003386,0.000206,0.006469,0.004219,7.4e-05
0.001641,0.00377,0.000434,0.004096,0.000279,0.006468,0.004219,7.4e-05
0.00167,0.003769,0.000434,0.003716,0.000209,0.006467,0.004218,7.4e-05
0.001682,0.003767,0.000433,0.003281,0.000199,0.006464,0.004216,7.4e-05
0.001843,0.003771,0.000434,0.006301,0.000627,0.006469,0.00422,7.4e-05
0.001817,0.003775,0.000434,0.006165,0.000327,0.006472,0.004224,7.3e-05
0.001873,0.003779,0.000434,0.006608,0.000542,0.006477,0.004228,7.4e-05
0.001692,0.003779,0.000434,0.004062,0.000225,0.006476,0.004228,7.4e-05
0.0019,0.003778,0.000434,0.003448,0.000184,0.006475,0.004226,7.4e-05
0.00165,0.003775,0.000433,0.002977,0.000219,0.006471,0.004224,7.4e-05
0.001709,0.003775,0.000433,0.004235,0.00023,0.006471,0.004224,7.4e-05
0.001611,0.003774,0.000433,0.003179,0.000202,0.006468,0.004222,7.3e-05
0.001678,0.003773,0.000433,0.003732,0.000177,0.006466,0.00422,7.3e-05
0.001677,0.003771,0.000432,0.003117,0.000198,0.006463,0.004218,7.3e-05
0.001729,0.003769,0.000432,0.003336,0.00021,0.006461,0.004216,7.3e-05
0.001729,0.003768,0.000432,0.00391,0.000187,0.00646,0.004216,7.3e-05
0.001699,0.003768,0.000432,0.003928,0.000189,0.006458,0.004215,7.3e-05
0.001795,0.003766,0.000432,0.003342,0.000216,0.006456,0.004213,7.3e-05
0.001653,0.003765,0.000431,0.003215,0.000188,0.006453,0.004211,7.3e-05
0.001648,0.003764,0.000431,0.00399,0.000206,0.006452,0.004211,7.3e-05
0.002315,0.003763,0.000431,0.003572,0.000162,0.006451,0.004209,7.3e-05
0.001633,0.00376,0.000431,0.002617,0.000156,0.006448,0.004206,7.3e-05
0.001501,0.003758,0.00043,0.003159,0.000184,0.006444,0.004204,7.3e-05
0.001547,0.003756,0.00043,0.002606,0.000146,0.00644,0.004201,7.3e-05
0.00156,0.003752,0.00043,0.002269,0.00022,0.006436,0.004197,7.3e-05
0.00162,0.00375,0.000429,0.002799,0.000185,0.006432,0.004194,7.3e-05
0.00151,0.003746,0.000429,0.001976,0.000205,0.006427,0.00419,7.3e-05
0.001548,0.003743,0.000428,0.002663,0.000241,0.006423,0.004187,7.3e-05
0.001496,0.00374,0.000428,0.002403,0.000313,0.006419,0.004183,7.3e-05
0.001645,0.003738,0.000428,0.002814,0.000902,0.006417,0.00418,7.2e-05
0.002013,0.003736,0.000427,0.003337,0.00129,0.006417,0.004179,7.2e-05
0.001909,0.003734,0.000427,0.002985,0.000753,0.006416,0.004176,7.2e-05
0.001776,0.003734,0.000427,0.00427,0.000835,0.006417,0.004176,7.2e-05
0.001695,0.003735,0.000427,0.004219,0.000815,0.006417,0.004176,7.2e-05
0.00178,0.003734,0.000427,0.003538,0.000542,0.006416,0.004175,7.2e-05
0.001681,0.003731,0.000426,0.003005,0.000675,0.006414,0.004173,7.2e-05
0.001759,0.00373,0.000426,0.003099,0.000791,0.006413,0.004171,7.2e-05
0.001718,0.003728,0.000426,0.003413,0.000417,0.006411,0.004169,7.2e-05
0.001764,0.003726,0.000426,0.002755,0.000434,0.006408,0.004166,7.2e-05
0.0016,0.003724,0.000425,0.003209,0.000308,0.006406,0.004164,7.2e-05
0.001534,0.003722,0.000425,0.00302,0.000386,0.006403,0.004162,7.2e-05
0.00167,0.003722,0.000425,0.004395,0.000601,0.006404,0.004161,7.2e-05
0.001512,0.00372,0.000424,0.00337,0.000316,0.006402,0.00416,7.2e-05
0.001496,0.003719,0.000424,0.003028,0.000305,0.006399,0.004157,7.2e-05
0.001554,0.003715,0.000423,0.001792,0.000979,0.006395,0.004153,7.2e-05
0.001436,0.00371,0.000423,0.001486,0.000169,0.006389,0.004148,7.2e-05
0.001438,0.003707,0.000423,0.002271,0.000142,0.006384,0.004144,7.1e-05
0.001533,0.003702,0.000422,0.001553,0.00016,0.006378,0.004139,7.1e-05
0.001492,0.003699,0.000422,0.002098,0.000202,0.006373,0.004136,7.1e-05
0.001479,0.003695,0.000421,0.001936,0.00019,0.006368,0.004131,7.1e-05
0.001514,0.003691,0.000421,0.001499,0.000176,0.006362,0.004126,7.1e-05
0.00178,0.003687,0.000421,0.002031,0.000272,0.006358,0.004122,7.1e-05
0.0015,0.003684,0.00042,0.002006,0.000203,0.006353,0.004118,7.1e-05
0.001465,0.003679,0.00042,0.001522,0.000197,0.006348,0.004114,7.1e-05
0.001472,0.003675,0.000419,0.001511,0.000856,0.006343,0.004109,7.1e-05
0.001419,0.003672,0.000419,0.002411,0.000189,0.006339,0.004106,7.1e-05
0.001417,0.003669,0.000418,0.002091,0.000189,0.006334,0.004102,7.1e-05
0.00143,0.003667,0.000418,0.003169,0.000449,0.006332,0.0041,7.1e-05
0.001519,0.003666,0.000418,0.003301,0.000376,0.00633,0.004098,7e-05
0.001424,0.003665,0.000418,0.003416,0.000338,0.006328,0.004097,7e-05
0.001359,0.003664,0.000417,0.00338,0.000526,0.006326,0.004096,7e-05
0.001354,0.00366,0.000417,0.001625,0.000151,0.00632,0.004091,7e-05
0.001252,0.003656,0.000417,0.002121,0.000139,0.006315,0.004088,7e-05
0.001268,0.003653,0.000416,0.001948,0.000261,0.00631,0.004084,7e-05
0.001355,0.00365,0.000416,0.002489,0.000179,0.006306,0.004081,7e-05
0.00124,0.003647,0.000416,0.001984,0.000128,0.0063,0.004077,7e-05
0.001223,0.003643,0.000415,0.002033,0.000196,0.006295,0.004073,7e-05
0.001185,0.00364,0.000415,0.002071,0.000123,0.00629,0.004069,7e-05
0.001222,0.003636,0.000414,0.001612,0.000153,0.006284,0.004065,7e-05
0.001168,0.003634,0.000414,0.002545,0.000158,0.00628,0.004062,7e-05
0.001059,0.00363,0.000414,0.001583,0.00016,0.006274,0.004058,7e-05
0.001162,0.003627,0.000413,0.002445,0.000179,0.00627,0.004055,7e-05
0.001201,0.003624,0.000413,0.002083,0.000161,0.006265,0.004051,6.9e-05
0.001213,0.00362,0.000413,0.00162,0.000207,0.006259,0.004047,6.9e-05
0.001189,0.003616,0.000412,0.001535,0.000171,0.006253,0.004042,6.9e-05
0.001017,0.003612,0.000412,0.001575,0.000149,0.006247,0.004038,6.9e-05
0.000963,0.003608,0.000411,0.001542,0.00011,0.00624,0.004033,6.9e-05
0.000891,0.003603,0.000411,0.00153,0.000207,0.006234,0.004029,6.9e-05
0.000827,0.003599,0.000411,0.001473,0.000155,0.006227,0.004024,6.9e-05
0.000884,0.003595,0.00041,0.001643,0.000411,0.006222,0.00402,6.9e-05
0.000933,0.003592,0.00041,0.001658,0.000317,0.006216,0.004016,6.9e-05
0.001049,0.003588,0.00041,0.001793,0.00027,0.006211,0.004012,6.9e-05
0.001121,0.003584,0.000409,0.001858,0.000428,0.006206,0.004008,6.9e-05
0.001303,0.003581,0.000409,0.002205,0.000573,0.006202,0.004005,6.9e-05
0.001458,0.003581,0.000409,0.003418,0.000796,0.006201,0.004004,6.9e-05
0.001433,0.003579,0.000409,0.003173,0.000853,0.0062,0.004002,6.9e-05
0.001603,0.003579,0.000409,0.003805,0.000828,0.0062,0.004002,6.9e-05
0.001776,0.00358,0.000409,0.004635,0.001207,0.006202,0.004003,6.9e-05
0.001742,0.00358,0.000409,0.004382,0.001372,0.006205,0.004003,6.9e-05
0.001806,0.003581,0.000409,0.004733,0.001508,0.006208,0.004005,6.9e-05
0.001843,0.003583,0.000409,0.0052,0.001621,0.006212,0.004006,6.9e-05
0.001835,0.003584,0.000409,0.004881,0.001687,0.006216,0.004008,6.9e-05
0.001805,0.003585,0.000409,0.004681,0.001187,0.006218,0.004009,6.9e-05
0.001725,0.003586,0.000409,0.004694,0.000848,0.00622,0.00401,6.9e-05
0.001707,0.003588,0.000409,0.005085,0.00085,0.006222,0.004012,6.9e-05
0.001631,0.003588,0.000409,0.003847,0.000663,0.006222,0.004011,6.9e-05
0.001491,0.003587,0.000409,0.003458,0.000688,0.006221,0.00401,6.9e-05
0.001521,0.003586,0.000409,0.003347,0.00049,0.00622,0.004009,6.9e-05
0.001412,0.003584,0.000409,0.003242,0.000725,0.006218,0.004008,6.9e-05
0.001277,0.003582,0.000409,0.002779,0.000441,0.006215,0.004005,6.9e-05
0.001189,0.00358,0.000409,0.002297,0.000317,0.006211,0.004003,6.9e-05
0.002187,0.00358,0.000409,0.004246,0.00056,0.006213,0.004003,6.9e-05
0.001248,0.003577,0.000408,0.001882,0.000238,0.006208,0.003999,6.9e-05
0.001271,0.003573,0.000408,0.001632,0.000238,0.006203,0.003995,6.9e-05
0.001368,0.003569,0.000408,0.001602,0.000461,0.006198,0.003991,6.8e-05
0.001331,0.003566,0.000407,0.00159,0.000258,0.006193,0.003987,6.8e-05
0.001387,0.003562,0.000407,0.001557,0.00033,0.006188,0.003983,6.8e-05
0.001443,0.003558,0.000407,0.001604,0.000307,0.006184,0.003979,6.8e-05
0.001421,0.003554,0.000406,0.001582,0.00027,0.006179,0.003975,6.8e-05
0.001448,0.00355,0.000406,0.001359,0.000234,0.006174,0.00397,6.8e-05
0.001403,0.003546,0.000405,0.001437,0.000166,0.006168,0.003966,6.8e-05
0.001399,0.003542,0.000405,0.001382,0.000208,0.006163,0.003962,6.8e-05
0.001424,0.00354,0.000405,0.002227,0.000141,0.006159,0.003959,6.8e-05
0.001465,0.003537,0.000404,0.001922,0.000161,0.006155,0.003955,6.8e-05
0.001475,0.003533,0.000404,0.001426,0.000204,0.00615,0.003951,6.8e-05
0.001416,0.003529,0.000404,0.001385,0.000143,0.006145,0.003947,6.8e-05
0.001528,0.003528,0.000403,0.00307,0.000276,0.006143,0.003945,6.8e-05
0.001501,0.003527,0.000403,0.003033,0.000318,0.00614,0.003944,6.8e-05
0.002127,0.003526,0.000402,0.003198,0.000311,0.00614,0.003942,6.8e-05
0.001445,0.003525,0.000402,0.003442,0.000573,0.006139,0.003941,6.7e-05
0.001394,0.003524,0.000402,0.002791,0.000273,0.006136,0.003939,6.7e-05
0.001309,0.00352,0.000402,0.001918,0.000347,0.006132,0.003936,6.7e-05
0.001655,0.003518,0.000401,0.00252,0.000289,0.006129,0.003934,6.7e-05
0.001338,0.003516,0.000401,0.002234,0.000337,0.006125,0.003931,6.7e-05
0.001479,0.003513,0.000401,0.002329,0.000525,0.006122,0.003928,6.7e-05
0.001414,0.003511,0.000401,0.002276,0.000559,0.006119,0.003925,6.7e-05
0.001421,0.003508,0.000401,0.002483,0.000578,0.006117,0.003923,6.7e-05
0.001496,0.003506,0.000401,0.002255,0.000357,0.006114,0.00392,6.7e-05
0.001569,0.003503,0.0004,0.002207,0.000333,0.00611,0.003917,6.7e-05
0.001665,0.003502,0.0004,0.003134,0.000367,0.006109,0.003916,6.7e-05
0.00163,0.003499,0.0004,0.002128,0.000327,0.006106,0.003913,6.7e-05
0.001679,0.003497,0.0004,0.002298,0.000466,0.006103,0.00391,6.7e-05
0.001691,0.003494,0.0004,0.002275,0.000338,0.0061,0.003908,6.7e-05
0.001676,0.003492,0.000399,0.002428,0.000311,0.006097,0.003905,6.7e-05
0.001592,0.00349,0.000399,0.00234,0.000343,0.006094,0.003903,6.7e-05
0.001677,0.003489,0.000399,0.003012,0.000514,0.006093,0.003901,6.7e-05
0.001739,0.003486,0.000399,0.002273,0.000331,0.00609,0.003899,6.7e-05
0.001716,0.003484,0.000398,0.002174,0.00032,0.006087,0.003896,6.7e-05
0.001623,0.003481,0.000398,0.002116,0.000339,0.006084,0.003893,6.7e-05
0.001589,0.00348,0.000398,0.002959,0.000386,0.006082,0.003891,6.7e-05
0.001552,0.003478,0.000398,0.002739,0.000294,0.00608,0.003889,6.7e-05
0.001604,0.003475,0.000398,0.002241,0.000317,0.006077,0.003887,6.7e-05
0.001551,0.003473,0.000397,0.00241,0.000287,0.006074,0.003884,6.6e-05
0.001652,0.003471,0.000397,0.00227,0.000253,0.006071,0.003882,6.6e-05
0.001613,0.003468,0.000397,0.002208,0.000289,0.006068,0.003879,6.6e-05
0.001615,0.003465,0.000397,0.002089,0.000346,0.006065,0.003876,6.6e-05
0.001591,0.003463,0.000396,0.001997,0.000141,0.006061,0.003873,6.6e-05
0.001588,0.00346,0.000396,0.002371,0.000165,0.006058,0.00387,6.6e-05
0.001648,0.003458,0.000396,0.00209,0.000191,0.006055,0.003868,6.6e-05
0.001762,0.003455,0.000396,0.002192,0.000356,0.006052,0.003865,6.6e-05
0.001797,0.003454,0.000396,0.002799,0.000216,0.00605,0.003863,6.6e-05
0.001906,0.003453,0.000395,0.003611,0.00019,0.00605,0.003863,6.6e-05
0.001674,0.003451,0.000395,0.002248,0.000184,0.006047,0.00386,6.6e-05
0.00179,0.00345,0.000395,0.002883,0.000206,0.006045,0.003858,6.6e-05
0.001797,0.003448,0.000395,0.002885,0.000196,0.006043,0.003857,6.6e-05
0.001745,0.003446,0.000395,0.002366,0.00099,0.006042,0.003855,6.6e-05
0.0019,0.003445,0.000395,0.002901,0.00026,0.00604,0.003853,6.6e-05
0.001963,0.003443,0.000394,0.002441,0.000204,0.006038,0.003851,6.6e-05
0.001983,0.003441,0.000394,0.002723,0.000234,0.006036,0.003849,6.6e-05
0.001899,0.003439,0.000394,0.002407,0.000215,0.006034,0.003847,6.6e-05
0.001941,0.003438,0.000394,0.003096,0.000151,0.006033,0.003845,6.6e-05
0.001789,0.003436,0.000394,0.002768,0.00017,0.006031,0.003844,6.6e-05
0.001828,0.003434,0.000394,0.002659,0.000169,0.006029,0.003842,6.6e-05
0.001828,0.003433,0.000393,0.003109,0.000165,0.006027,0.003841,6.6e-05
0.001783,0.003432,0.000393,0.003102,0.000139,0.006026,0.003839,6.6e-05
0.001974,0.003431,0.000393,0.002666,9.5e-05,0.006024,0.003837,6.6e-05
0.001648,0.003428,0.000393,0.002063,0.000113,0.00602,0.003835,6.6e-05
0.00163,0.003426,0.000392,0.002066,0.00011,0.006017,0.003832,6.6e-05
0.001683,0.003424,0.000392,0.002675,0.000129,0.006015,0.00383,6.6e-05
0.001634,0.003421,0.000392,0.001999,9e-05,0.006011,0.003827,6.6e-05
0.001737,0.00342,0.000392,0.002949,0.000228,0.00601,0.003826,6.6e-05
